UniProtID,scale
A8MVW0,56.299943842044414
A8MVW5,54.439462523745554
A8MVX0,57.60152352619733
A8MWY0,58.58106069309292
A8MXD5,112.7851775172434
A8MXV6,80.59217759826534
A8MXZ3,95.85846022002586
A8MYZ6,65.24420730359662
A8MZ97,100.9261503592231
A9QM74,87.10368346416688
A9YTQ3,69.14169576835882
B0YJ81,78.83721714424509
B1AK53,69.55352897582951
B2RD01,105.1816524865438
B2RNN3,61.22747721277382
B2RV13,62.61378814429719
B2RXH4,62.42959846627941
B2RXH8,82.05341237667646
B3EWF7,73.39633836335886
B5ME19,53.65867490296482
B7ZAQ6,95.72757912119756
B7ZW38,83.56268852622682
B9A064,69.88838566222715
C9J442,75.25833289226333
C9JCN9,118.91827104811912
C9JR72,122.71440013642165
C9JRZ8,180.4091698354605
E5RJM6,86.03647455823527
M0R2J8,69.50890784395355
O00115,138.91436283821128
O00116,106.01053712668086
O00139,68.116399800912
O00144,88.84867702099153
O00148,153.8433549434778
O00154,133.32974626726593
O00155,79.4806398130564
O00165,87.78333480229963
O00167,81.15335176328998
O00168,176.13867433874384
O00170,101.79627525662929
O00175,128.86604059805754
O00178,63.98226478646615
O00180,78.05429431209173
O00182,125.0959806483114
O00189,114.87179940986672
O00192,70.90613793646445
O00193,91.5743863181422
O00198,169.29046812027585
O00203,60.31963130333212
O00213,60.08025149520922
O00214,151.16676975675492
O00219,126.29670176405264
O00222,55.49604787363158
O00230,109.78230960518012
O00238,96.04915632597805
O00244,351.78543749736497
O00253,109.26004369291375
O00254,104.734436710594
O00257,65.51226731749232
O00273,66.08936451014822
O00291,47.467768620875226
O00292,105.21106043193733
O00299,172.67479214862598
O00303,81.28378592273262
O00305,64.91490952122517
O00311,80.31804341537071
O00321,76.34651832194423
O00327,61.0342188166622
O00358,77.04508860095048
O00399,153.68944889826813
O00409,79.9596908620448
O00410,79.53745043588913
O00418,82.45537952481206
O00421,71.12605902623395
O00423,93.17650664725488
O00425,102.72015574555388
O00429,57.66735203598266
O00451,85.37793850898287
O00453,101.59738483899712
O00458,104.78536648593894
O00461,31.2328636557938
O00468,71.61910844475771
O00471,70.50744267276406
O00472,75.65132008807844
O00478,47.61400377335452
O00479,105.512443546278
O00481,53.30692098023378
O00499,84.03736849220655
O00501,114.7797010435254
O00505,94.87976795007047
O00512,56.04839092524085
O00515,75.95988276020648
O00519,107.34499829930812
O00522,90.37263258839712
O00533,70.611454745162
O00548,61.0736130698705
O00555,57.93758080521974
O00559,116.12467615451304
O00571,70.7978066371789
O00574,87.22926365353756
O00585,109.25569130977858
O00590,77.94808116326134
O00602,101.1026476648026
O00622,84.30735980061179
O00626,138.77303618760715
O00629,81.5077130728715
O00716,57.8615863534592
O00748,74.1056538705572
O00757,155.65998582647953
O00763,53.76633434707357
O14490,60.99681599606125
O14493,100.16955919549214
O14497,48.94124675533399
O14498,78.24722702689387
O14503,66.31042197029589
O14514,46.07913753252594
O14519,118.99917369366248
O14523,75.15025264050271
O14526,58.49491202625652
O14529,54.46162664998477
O14531,89.24407000827523
O14548,109.72482701069056
O14556,80.00613482325684
O14558,189.07226610373837
O14559,61.34722140862262
O14569,150.78909016257776
O14576,64.24280915765873
O14578,55.21617530128167
O14579,89.61746518003305
O14595,139.53649296818986
O14599,200.32459049729783
O14602,118.8996995767414
O14610,172.48240091051707
O14613,102.65923144413846
O14617,64.34559298336708
O14618,148.1259512637708
O14625,133.7731150561067
O14627,87.79853657588993
O14638,93.87262891669955
O14639,65.35776936294724
O14640,67.15384389912136
O14641,69.44746586136614
O14645,67.06046435929102
O14646,60.97741808539416
O14647,59.24476982859
O14649,90.98651600064696
O14653,79.72253231518694
O14654,53.36959472146838
O14672,77.31948792505501
O14678,96.02615350469888
O14681,80.28203003703194
O14682,106.9713057082171
O14713,95.8304705485099
O14727,102.15720022666522
O14732,132.53091425473872
O14734,102.17919714117774
O14735,149.95219700493973
O14756,141.49507455418663
O14757,125.21684705116668
O14764,62.89124125176997
O14772,102.8316561725057
O14775,120.04732443570248
O14782,58.5112666649061
O14791,88.00004777449139
O14792,119.82594989773236
O14810,77.45237141999382
O14815,111.5344364534191
O14842,113.32537973465983
O14862,110.09354225263104
O14867,69.98617597888112
O14874,118.96045170968318
O14879,86.08653743979413
O14893,101.9886109889226
O14896,83.39605252049758
O14901,66.46948697996446
O14908,112.86653059875027
O14910,74.52705580261065
O14920,77.0250766487302
O14926,140.58338337700934
O14929,104.71877597214808
O14936,91.6976038980083
O14944,94.9407996249897
O14958,94.23239193066124
O14964,63.91019691004187
O14965,90.53753864227356
O14967,69.59730883221711
O14972,145.7337468634203
O14976,64.5725503601838
O14977,127.63943630555758
O14979,79.65199333401736
O14981,72.44107992584293
O14983,86.42849706047713
O15013,63.54755681205185
O15033,74.67058422417317
O15037,74.8600226741249
O15054,60.03306006979776
O15063,55.66853779198807
O15066,66.82517725106925
O15075,69.58945383201274
O15078,44.80237068465357
O15083,32.62837203372987
O15084,74.78740242512019
O15085,60.60413147157697
O15091,107.53274762697558
O15111,83.9116824259171
O15116,189.65020799421237
O15117,63.03635632623931
O15120,122.11975730985311
O15121,162.60020021680089
O15123,49.20471151835966
O15131,86.1610718624887
O15143,144.1783091298162
O15144,104.47795131979784
O15145,193.2161814579599
O15155,67.40214546405663
O15165,67.65732050529996
O15169,63.79245320765737
O15182,178.60138060698569
O15194,125.64749350614493
O15197,68.95242957716256
O15217,185.5030249471031
O15228,113.61048156837398
O15229,84.90882991578628
O15234,62.82765837016744
O15243,201.0990741805828
O15247,135.28738399598782
O15254,101.92309463184084
O15263,211.3891125017016
O15265,60.01127370504687
O15287,73.09385669410706
O15296,112.891388512111
O15303,58.107347236950105
O15327,83.49094250429512
O15335,90.47463573264343
O15342,181.84547120352997
O15347,114.5578841001007
O15353,58.70638359504182
O15354,66.81814166980315
O15357,62.16570899024956
O15360,52.812395888536926
O15371,90.12608857538892
O15372,97.42441266356812
O15379,146.3883426262479
O15382,101.84745869146867
O15392,123.58844637639616
O15397,85.84086036093609
O15399,65.64834851053519
O15409,72.00524490815266
O15438,68.11183360675692
O15439,79.74033722744882
O15440,80.16679956078949
O15444,121.1727536273348
O15446,63.08221632883279
O15467,133.4207994416227
O15484,108.28559361760756
O15488,70.96023793526533
O15499,120.51821951690464
O15503,100.90064218022738
O15511,135.09320935525986
O15516,66.31582170869821
O15519,102.82044132476162
O15520,95.30981215336658
O15523,69.74587378988136
O15525,73.66969673573142
O15540,257.5411300403447
O15550,71.96584941917692
O15551,99.03432734391444
O15552,86.09775179784607
O15554,66.60585835257396
O43143,77.17293774567155
O43150,56.34797867130103
O43155,72.25610906936365
O43169,81.25087498992262
O43182,67.743710477114
O43184,62.41487205313132
O43186,80.00741228210518
O43187,86.93923056814805
O43194,70.76186221905334
O43237,74.31781995554601
O43240,77.11126539342268
O43248,88.00171765276924
O43281,85.52718792581265
O43286,100.52128934176076
O43292,105.18863638945923
O43293,51.10689068425195
O43299,74.72699346583502
O43300,85.40266447117088
O43301,94.029439023217
O43306,76.6570426530942
O43307,92.81910995005391
O43310,72.19591342223463
O43313,61.18921178859809
O43315,103.57167156944374
O43320,124.58922897667324
O43323,82.51787867545639
O43324,173.45266088082056
O43325,202.962711764674
O43364,80.82319730862824
O43365,82.53323824964981
O43390,71.80237255917017
O43402,194.550454868308
O43405,70.57570724829534
O43414,83.87440892014318
O43424,53.27929685485942
O43427,106.55829278619242
O43432,63.23322242663198
O43439,69.52012131450549
O43448,118.68793246482171
O43464,95.4978570418131
O43474,67.24257406066553
O43488,108.6021542654901
O43491,65.61536696650654
O43497,57.72976319087795
O43504,272.0029769548676
O43505,92.9150696139772
O43520,71.19572678351675
O43521,98.1284198512908
O43524,65.58094020218066
O43525,75.34754060972688
O43526,66.34349637435753
O43529,89.0196700825151
O43555,99.81892156422236
O43559,80.42540236550734
O43561,94.56607912469508
O43570,64.34346249916305
O43572,61.3084892570903
O43583,95.03303302753244
O43593,64.96186363019092
O43598,182.2823909207505
O43602,67.50119424222376
O43603,92.54106255851008
O43612,91.63364234205706
O43613,72.01876954015725
O43614,82.09226142923791
O43633,117.83014866737234
O43638,86.1852394598915
O43679,73.20195964140456
O43681,107.49958679207468
O43683,61.111522550917634
O43684,169.22485167917765
O43707,62.29261999062496
O43708,204.0766606814391
O43716,149.34978424993812
O43719,64.75101660974359
O43731,190.27508680400027
O43736,93.23055802578986
O43739,100.611396617169
O43745,141.90421735419594
O43747,83.64305238189952
O43768,118.73801382182783
O43781,73.98574882596917
O43813,167.7423661306406
O43820,115.35911149737578
O43822,113.49422370142942
O43823,69.91654377397867
O43824,93.63440655969632
O43825,89.20144020770763
O43827,87.79151067321801
O43837,119.2826891407388
O43852,124.56688454563728
O43854,63.873538207826144
O43865,73.01989128563662
O43866,91.84314756087186
O43889,87.75046412783712
O43896,73.66358652450177
O43903,124.65189594796549
O43908,83.88741372157563
O43909,69.08288627036555
O43916,114.63499225165852
O43918,64.52007371093434
O43921,97.6991292645449
O43927,122.40863815789344
O60218,179.39086280521383
O60231,77.58892253728882
O60234,199.70798826981164
O60238,77.90529904863844
O60241,56.640197844770015
O60242,63.76942743644196
O60243,86.61428030604058
O60258,106.55409143296278
O60259,107.97000706925624
O60262,137.32745342530083
O60266,67.84131944671456
O60268,102.89183311609423
O60269,74.40073610591568
O60282,55.61473269814466
O60294,105.07854811006604
O60299,42.074024676468994
O60303,63.38849455532567
O60306,74.69360725900182
O60308,72.8522164264025
O60312,61.71870767533937
O60320,66.23690322220982
O60333,67.34634052417456
O60341,82.5431628663422
O60353,65.09103256263609
O60359,70.21274334248248
O60381,92.41879314141616
O60383,85.91560408391395
O60391,54.24380218914803
O60427,90.01746152990877
O60443,135.98751939173962
O60447,45.281005486883245
O60449,69.95805805464153
O60469,66.56092260226188
O60477,65.82816618939046
O60478,60.17337713307867
O60479,80.22834315904771
O60488,125.05209734103204
O60496,74.91462273472028
O60503,51.10381052505777
O60508,72.1042138164092
O60512,76.5310791653875
O60513,89.47844755773049
O60516,172.94775895256092
O60519,116.69754086668812
O60543,85.71333676250742
O60547,89.88336289150668
O60548,77.59568681587037
O60563,72.08531092400001
O60565,101.26238867967582
O60566,57.16747061176866
O60573,143.35229304592278
O60583,64.85905917215086
O60610,53.15406767028345
O60645,71.18279025888842
O60662,109.69411273241089
O60663,82.93523089519582
O60667,58.801440115451015
O60674,67.7252176608882
O60675,88.62332233973417
O60684,81.89408213933346
O60706,81.10879994236589
O60711,67.65526374848609
O60716,72.78861125354915
O60725,153.62739172604324
O60729,82.26726799888013
O60739,164.38249467634537
O60741,61.77504426805356
O60755,82.82503239842679
O60759,92.18499987451366
O60760,212.76161486466196
O60762,113.58084567417043
O60812,77.08919542535494
O60814,143.5883592187099
O60826,66.94735237077697
O60832,80.48921679824817
O60840,65.69412576070602
O60841,59.09642156887638
O60861,67.57806691248061
O60869,110.9673526369132
O60870,89.85374260944914
O60879,58.53328702757455
O60883,87.32491224792514
O60884,94.82984860386156
O60885,59.29588517365246
O60888,84.974090400198
O60909,83.69028349842918
O60911,100.709417266367
O60921,135.65268413996353
O60938,138.8925651868986
O60941,88.99070684807367
O75015,98.60601400279614
O75019,89.71174544073209
O75022,84.91408458873099
O75023,68.89715686297563
O75027,78.30752941726928
O75031,61.36969989845924
O75037,53.74259950752293
O75054,30.373288413202623
O75061,64.30287393954667
O75063,94.21429624224491
O75064,52.15768107957901
O75071,50.40090321262933
O75072,109.35313500615833
O75074,72.2678909727469
O75077,58.69215493759047
O75078,60.6413243354906
O75081,67.94498404524653
O75084,76.54249210975811
O75096,74.53176650606996
O75106,90.74451944923374
O75110,81.76247276218155
O75112,63.08932619966893
O75122,63.37012260841127
O75128,56.8418037854334
O75129,65.56804379319166
O75131,106.71119593897492
O75140,65.01399238973559
O75143,68.7489894494729
O75144,90.44123973058012
O75146,49.02087013989296
O75153,80.32468568579516
O75155,88.19534854928048
O75164,64.74414334720551
O75165,54.27584706846943
O75173,76.87743457469985
O75175,67.92753731937047
O75179,51.13983499346903
O75185,88.86627950959343
O75190,89.73184807392926
O75197,73.27043049990881
O75208,64.96438860222406
O75223,231.54216838345155
O75293,184.5871185086912
O75309,40.2725515198216
O75311,53.24727222889437
O75319,79.22519915433075
O75323,121.28257188589151
O75325,69.13408144973344
O75330,28.73932716797757
O75339,66.16593979465074
O75342,117.7274898828411
O75344,86.82824048802951
O75348,69.86508324723525
O75354,102.5081773178809
O75355,65.14280999883833
O75356,94.7337528518159
O75363,69.79344417472844
O75366,80.04965559626733
O75367,77.14277147083392
O75369,58.917468918057054
O75390,95.23461164867268
O75398,83.2766784484082
O75409,68.39743927067573
O75419,106.38352724063516
O75420,64.28851851783011
O75426,94.23765688511442
O75427,73.63118709935695
O75444,90.70032887668398
O75449,86.75871927797313
O75460,73.50659258178959
O75461,78.90264601953308
O75462,74.29992883476648
O75473,63.35434962301846
O75474,88.6584031919429
O75477,52.575271385536645
O75487,75.54989160040898
O75493,70.76784036588785
O75496,81.28024691966459
O75503,74.93435223777556
O75506,124.19654155763985
O75508,93.2773242697652
O75521,97.93551376358894
O75525,81.03820041599319
O75530,92.12671581461738
O75531,285.7694558224539
O75534,55.98260021163691
O75553,60.08981931610421
O75564,89.50005397960504
O75575,156.5978786889739
O75578,41.86239909458792
O75581,72.72329066021969
O75593,74.24113002509486
O75596,94.31328356271872
O75600,111.05679249511503
O75603,73.2354661946961
O75608,180.86260055750105
O75610,113.70571428780153
O75616,122.7513331831618
O75618,92.68791484274004
O75629,100.97055667383856
O75636,98.50044358202273
O75638,86.37047451342892
O75689,132.20150881741353
O75712,107.9903242825808
O75718,105.83225041292911
O75752,82.97414972518541
O75787,82.68776954014231
O75791,91.74650656798704
O75794,133.91967861875543
O75808,60.9069172158607
O75815,70.20518818045626
O75821,98.81323400142634
O75822,83.35100515160278
O75828,180.68357223209543
O75829,48.75687938179304
O75838,176.32101031594533
O75840,114.398770555719
O75843,87.3923539691286
O75874,142.49910035701336
O75879,112.8329819792484
O75881,94.19083317843626
O75882,69.21042903180246
O75891,90.33774540802922
O75899,50.3377609329083
O75907,93.43951546501258
O75909,63.74913848987143
O75911,143.8480832894801
O75912,80.40013852607903
O75915,167.31119546574382
O75923,54.54173176121882
O75934,77.81470114321338
O75935,57.24825981811996
O75936,130.16731659691723
O75937,67.14752649967073
O75947,99.45663566674042
O75952,72.98563406571458
O75953,95.8083242591764
O75955,41.42812141882692
O75956,116.4555477467568
O75964,151.29166983582965
O75969,67.6276208721441
O75973,88.00735590368413
O75976,60.54287900453236
O76003,87.82262817317276
O76009,49.69220328810015
O76011,47.03320072182462
O76013,41.73468918518709
O76014,44.90371613678255
O76015,45.41045293351393
O76027,146.42947303792408
O76031,70.81074856373517
O76039,64.9975059261658
O76071,178.09518374490128
O76075,92.2549417911032
O76090,68.23353748859654
O76093,120.35637427466398
O76095,111.17306072131947
O76096,111.5359425319168
O77932,77.09240989406995
O94760,201.28931406656883
O94766,87.75099440395232
O94769,81.45962716564317
O94772,129.69789179367498
O94777,150.50443565913136
O94779,55.85736254311988
O94788,107.25328155157835
O94805,136.84285025384168
O94808,112.54982870549222
O94812,57.02982979638046
O94817,127.18139397685404
O94822,65.70378672272561
O94823,66.57780956405838
O94829,104.71592706658932
O94830,77.36394562683681
O94850,61.212728616035264
O94868,50.889153482465694
O94887,76.36097853570914
O94889,106.592636393267
O94898,58.91563463225871
O94905,53.56264565703825
O94907,73.64101324878109
O94910,61.51315310090396
