UniProtID,pdb_file,multi_structure,parts,cartoons_ss_coloring,electrostatic_surface
O14713,,,,92.59114809219406,95.8304705485099
O14727,,,,92.67562860144189,102.15720022666522
O14732,,,,121.37730110028592,132.53091425473872
O14734,,,,94.60479804138504,102.17919714117774
O14735,,,,139.17885710525326,149.95219700493973
O14756,,,,120.30841747035548,141.49507455418663
O14757,,,,109.63898136751732,125.21684705116668
O14764,,,,58.63648823386672,62.89124125176997
O14772,,,,92.19154869095314,102.8316561725057
O14775,,,,111.09687040859092,120.04732443570248
O14782,,,,56.48540585163118,58.5112666649061
O14791,,,,80.54573085969635,88.00004777449139
O14792,,,,110.0230526085847,119.82594989773236
O14810,,,,71.4733720097334,77.45237141999382
O14815,,,,100.56639183389112,111.5344364534191
O14842,,,,104.1424330835288,113.32537973465983
O14862,,,,101.58482356099846,110.09354225263104
O14867,,,,65.27976660872916,69.98617597888112
O14874,,,,106.65283439630652,118.96045170968318
O14879,,,,80.71568481092406,86.08653743979413
O14893,,,,91.92504985366512,101.9886109889226
O14896,,,,79.1684535217921,83.39605252049758
O14901,,,,62.08001225263399,66.46948697996446
O14908,,,,100.95161824231828,112.86653059875027
O14910,,,,72.35082302733399,74.52705580261065
O14920,,,,73.79993843209031,77.0250766487302
O14926,,,,122.94597628895362,140.58338337700934
O14929,,,,96.45088035216024,104.71877597214808
O14936,,,,87.0965490102048,91.6976038980083
O14944,,,,90.1234059471066,94.9407996249897
O14958,,,,89.18278171488832,94.23239193066124
O14964,,,,61.50671759098426,63.91019691004187
O14965,,,,80.6221243561745,90.53753864227356
O14967,,,,64.86319794468743,69.59730883221711
O14972,,,,122.45632126925072,145.7337468634203
O14976,,,,60.138186307133694,64.5725503601838
O14977,,,,115.18099892402618,127.63943630555758
O14979,,,,70.9943400500399,79.65199333401736
O14981,,,,66.81660709151599,72.44107992584293
O14983,,,,78.84898755763199,86.42849706047713
O15013,,,,59.10501646745207,63.54755681205185
O15033,,,,70.64798801851009,74.67058422417317
O15037,,,,69.60916178356483,74.8600226741249
O15054,,,,56.76514305551471,60.03306006979776
O15063,,,,52.64307838626345,55.66853779198807
O15066,,,,61.84089581254478,66.82517725106925
O15075,,,,65.16487574345014,69.58945383201274
O15078,,,,43.1069277759624,44.80237068465357
O15083,,,,31.46456388093547,32.62837203372987
O15084,,,,70.21988829638453,74.78740242512019
O15085,,,,55.48208545455971,60.60413147157697
O15091,,,,96.58290158946922,107.53274762697558
O15111,,,,77.6089504488656,83.9116824259171
O15116,,,,171.5287538204278,189.6502079942124
O15117,,,,58.000609638397975,63.03635632623931
O15120,,,,116.04978312615218,122.11975730985311
O15121,,,,146.58573975069743,162.60020021680089
O15123,,,,46.94879438984107,49.20471151835966
O15131,,,,80.49315035020174,86.1610718624887
O15143,,,,126.8834245595643,144.1783091298162
O15144,,,,95.16198054251814,104.47795131979784
O15145,,,,171.74775238516514,193.2161814579599
O15155,,,,62.45114672200742,67.40214546405663
O15165,,,,62.578412482071045,67.65732050529996
O15169,,,,59.33069899484824,63.79245320765737
O15182,,,,157.51977300517007,178.60138060698569
O15194,,,,110.66082120235966,125.64749350614493
O15197,,,,65.38247849930056,68.95242957716256
O15217,,,,167.47769261140445,185.5030249471031
O15228,,,,104.99599134792231,113.61048156837398
O15229,,,,81.37323077769615,84.90882991578628
O15234,,,,59.46287505262522,62.82765837016744
O15243,,,,166.32860419895624,201.0990741805828
O15247,,,,119.27904984375556,135.28738399598782
O15254,,,,95.53043838577725,101.92309463184084
O15263,,,,171.35945584829457,211.3891125017016
O15265,,,,57.10650045153331,60.01127370504687
O15287,,,,70.02357111867353,73.09385669410706
O15296,,,,103.2909738397648,112.891388512111
O15303,,,,54.71573575264478,58.107347236950105
O15327,,,,77.46505597998474,83.49094250429512
O15335,,,,84.39758551482409,90.47463573264343
O15342,,,,147.88677276439822,181.84547120353
O15347,,,,107.71520036110834,114.5578841001007
O15353,,,,55.42951100277912,58.70638359504182
O15354,,,,62.51165645015677,66.81814166980315
P12111,,,,53.41180663167659,
O15357,,,,59.6921652930469,62.16570899024956
O15360,,,,49.79886630536296,52.812395888536926
O15371,,,,80.9854926823591,90.12608857538892
O15372,,,,89.67336245258501,97.42441266356812
O15379,,,,127.1845246762036,146.3883426262479
O15382,,,,92.01804173898006,101.84745869146867
O15392,,,,114.34268434103556,123.58844637639616
O15397,,,,78.60007255387428,85.84086036093609
O15399,,,,62.78073209768186,65.64834851053519
O15409,,,,67.01972139309159,72.00524490815266
O15438,,,,65.67198248077678,68.11183360675692
O15439,,,,75.06519006018495,79.74033722744882
O15440,,,,74.50781546285613,80.16679956078949
O15444,,,,108.0513616755153,121.1727536273348
O15446,,,,58.85640238217401,63.08221632883279
O15467,,,,117.45032184650276,133.4207994416227
O15484,,,,95.34694132584566,108.28559361760756
O15488,,,,66.24435789202977,70.96023793526533
O15499,,,,110.8223036935042,120.51821951690464
O15503,,,,90.38466675415869,100.90064218022738
O15511,,,,123.91132742909302,135.09320935525986
O15516,,,,62.18204141391154,66.31582170869821
O15519,,,,93.3490356445413,102.82044132476162
O15520,,,,86.8922064323529,95.30981215336658
O15523,,,,63.70834831580017,69.74587378988136
O15525,,,,68.81806005409018,73.66969673573142
O15540,,,,214.98028904792395,257.5411300403447
O15550,,,,67.41518041318045,71.96584941917692
O15551,,,,93.96593879608557,99.03432734391444
O15552,,,,79.0322173718562,86.09775179784607
O15554,,,,62.30322969242364,66.60585835257396
O43143,,,,72.21901666791895,77.17293774567155
O43150,,,,54.02240171013554,56.34797867130103
O43155,,,,67.20092048958215,72.25610906936365
O43169,,,,77.69870598043742,81.25087498992262
O43182,,,,63.615764834856165,67.743710477114
O43184,,,,57.72745614659736,62.41487205313132
O43186,,,,74.50530997766488,80.00741228210518
O43187,,,,78.79964799165265,86.93923056814805
O43194,,,,68.2382078921362,70.76186221905334
O43237,,,,69.27331349275337,74.31781995554601
O43240,,,,74.09257409505092,77.11126539342268
O43248,,,,79.70510524416018,88.00171765276924
O43281,,,,78.52608702040814,85.52718792581265
O43286,,,,94.07561904792844,100.52128934176076
O43292,,,,97.77910887787137,105.18863638945923
O43293,,,,49.30114374421738,51.10689068425195
O43299,,,,69.51161822469332,74.72699346583502
O43300,,,,78.3257818832315,85.40266447117088
O43301,,,,88.54268403117294,94.029439023217
O43306,,,,71.76735137203798,76.6570426530942
O43307,,,,84.91363002658734,92.81910995005391
O43310,,,,65.62563425444932,72.19591342223463
O43313,,,,56.3332033261628,61.18921178859809
O43315,,,,97.0287675056986,103.57167156944374
O43320,,,,110.8184867404137,124.58922897667324
O43323,,,,79.12943035896289,82.51787867545639
O43324,,,,156.15990191848266,173.45266088082056
O43325,,,,172.61077357637774,202.962711764674
O43364,,,,74.83653488207445,80.82319730862824
O43365,,,,75.30587963713614,82.53323824964981
O43390,,,,67.54418459175412,71.80237255917017
O43402,,,,160.30236927294175,194.550454868308
O43405,,,,65.70628995420657,70.57570724829534
O43414,,,,77.01959769423173,83.87440892014318
O43424,,,,50.31694384242528,53.27929685485942
O43427,,,,98.58073037843587,106.55829278619242
O43432,,,,59.47457653672014,63.23322242663198
O43439,,,,63.945700713328286,69.52012131450549
O43448,,,,107.06749565075702,118.68793246482171
O43464,,,,86.20821795312669,95.4978570418131
O43474,,,,63.36764264709362,67.24257406066553
O43488,,,,98.16514282218478,108.6021542654901
O43491,,,,60.55720935254213,65.61536696650654
O43497,,,,53.37590658118981,57.72976319087795
O43504,,,,228.83132574237095,272.0029769548676
O43505,,,,87.87970065751122,92.9150696139772
O43520,,,,68.90402512140672,71.19572678351675
O43521,,,,88.62603468061299,98.1284198512908
O43524,,,,61.03222642952869,65.58094020218066
O43525,,,,70.53691107125373,75.34754060972688
O43526,,,,62.7381335004222,66.34349637435753
O43529,,,,82.72128901779398,89.0196700825151
O43555,,,,93.92274611552948,99.81892156422236
O43559,,,,73.99730784684023,80.42540236550734
O43561,,,,84.63929057061529,94.56607912469508
O43570,,,,62.39961629656174,64.34346249916305
O43572,,,,57.85989250523543,61.3084892570903
O43583,,,,84.36251115436185,95.03303302753244
O43593,,,,60.93628244848574,64.96186363019092
O43598,,,,167.9048663506207,182.2823909207505
O43602,,,,62.61930168724776,67.50119424222376
O43603,,,,85.7642646739053,92.54106255851008
O43612,,,,83.17604584600718,91.63364234205706
O43613,,,,66.74143819141885,72.01876954015725
O43614,,,,74.43561630995455,82.09226142923791
O43633,,,,105.40231472450404,117.83014866737234
O43638,,,,78.09714721291301,86.1852394598915
O43679,,,,68.98463637227894,73.20195964140456
O43681,,,,102.09298222253996,107.49958679207468
O43683,,,,57.102331288118485,61.111522550917634
O43684,,,,152.1458125945654,169.22485167917765
O43707,,,,58.64860148465012,62.29261999062496
O43708,,,,167.0845847729669,204.0766606814391
O43716,,,,132.28354671172707,149.34978424993812
O43719,,,,60.571646666626776,64.75101660974359
O43731,,,,157.76555891276948,190.27508680400027
O43736,,,,83.62504591562256,93.23055802578986
O43739,,,,89.69382907602716,100.611396617169
O43745,,,,129.1136182296006,141.90421735419594
O43747,,,,77.03398518685235,83.64305238189952
O43768,,,,107.4720441355691,118.73801382182783
O43781,,,,68.75580162139218,73.98574882596917
O43813,,,,149.79974312839585,167.7423661306406
O43820,,,,109.05822910177235,115.35911149737578
O43822,,,,105.0943964816388,113.49422370142942
O43823,,,,65.77548507930612,69.91654377397867
O43824,,,,84.5025938462835,93.63440655969632
O43825,,,,81.7019096524842,89.20144020770763
O43827,,,,80.53988417585842,87.79151067321801
O43837,,,,105.41008197914798,119.2826891407388
O43852,,,,115.40137944047775,124.56688454563728
O43854,,,,59.749163053516085,63.873538207826144
O43865,,,,69.88838369642234,73.01989128563662
O43866,,,,84.20762192915838,91.84314756087186
O43889,,,,82.355449018564,87.75046412783712
O43896,,,,70.2321028231051,73.66358652450177
O43903,,,,112.37385417039874,124.65189594796549
O43908,,,,74.85007101290363,83.88741372157563
O43909,,,,64.1907841428786,69.08288627036555
O43916,,,,108.6260006155,114.63499225165852
O43918,,,,61.74794553535095,64.52007371093434
O43921,,,,90.91440923009228,97.6991292645449
O43927,,,,108.31124661305545,122.40863815789344
O60218,,,,159.01913611476087,179.39086280521383
O60231,,,,74.3148171755614,77.58892253728882
O60234,,,,188.2431980076079,199.70798826981164
O60238,,,,74.09674831774655,77.90529904863844
O60241,,,,53.861733009253285,56.640197844770015
O60242,,,,59.37788798550344,63.76942743644196
O60243,,,,78.9655481734559,86.61428030604058
O60258,,,,97.90818041536026,106.55409143296278
O60259,,,,99.04115681430328,107.97000706925624
O60262,,,,128.17948157980462,137.32745342530083
O60266,,,,64.92057008000212,67.84131944671456
O60268,,,,92.4016375009429,102.89183311609423
O60269,,,,70.4986045603649,74.40073610591568
O60282,,,,52.163204728630966,55.61473269814466
O60294,,,,97.55310296027174,105.07854811006604
O60299,,,,40.40161512496012,42.074024676468994
O60303,,,,59.24395802112931,63.38849455532567
O60306,,,,69.52844401528684,74.69360725900182
O60308,,,,68.466731034212,72.8522164264025
O60312,,,,58.92891208741126,61.71870767533937
O60320,,,,61.75692781820812,66.23690322220982
O60333,,,,63.902192465592464,67.34634052417456
O60341,,,,77.40936399886793,82.5431628663422
O60353,,,,60.41838473749496,65.09103256263609
O60359,,,,65.54792109691317,70.21274334248248
O60381,,,,83.50322107151594,92.41879314141616
O60383,,,,80.12772724613897,85.91560408391395
O60391,,,,52.472961244183104,54.24380218914803
O60427,,,,84.57343591129863,90.01746152990877
O60443,,,,119.7989906430129,135.98751939173962
O60447,,,,42.93640213705481,45.281005486883245
O60449,,,,64.61285237340607,69.95805805464153
O60469,,,,62.18095149064416,66.56092260226188
O60477,,,,62.85328929037261,65.82816618939046
O60478,,,,57.96364470882926,60.17337713307867
O60479,,,,74.25517116806161,80.22834315904771
O60488,,,,119.13742705585264,125.05209734103204
O60496,,,,69.47616131353367,74.91462273472028
O60503,,,,48.18205590815481,51.10381052505777
O60508,,,,67.29721232092027,72.1042138164092
O60512,,,,72.73111291480981,76.5310791653875
O60513,,,,83.459078754626,89.47844755773049
O60516,,,,152.14709533631148,172.94775895256092
O60519,,,,104.67556148564036,116.69754086668812
O60543,,,,79.36134835975092,85.71333676250742
O60547,,,,82.12974423761946,89.88336289150668
O60548,,,,71.84784448215369,77.59568681587037
O60563,,,,66.34128543912612,72.08531092400001
O60565,,,,90.7535869609938,101.26238867967582
O60566,,,,53.57462474907547,57.16747061176866
O60573,,,,122.08168616858096,143.35229304592278
O60583,,,,61.50857092838976,64.85905917215086
O60610,,,,50.97765400294562,53.15406767028345
O60645,,,,67.29429000180019,71.18279025888842
O60662,,,,97.765996295177,109.69411273241089
O60663,,,,76.41850137048144,82.93523089519582
O60667,,,,55.83735426193768,58.801440115451015
O60674,,,,64.47421487576774,67.7252176608882
O60675,,,,80.57317172678769,88.62332233973417
O60684,,,,76.05592319987724,81.89408213933346
O60706,,,,74.81679054075774,81.10879994236589
O60711,,,,63.95738365944895,67.65526374848609
O60716,,,,67.13814946291485,72.78861125354915
O60725,,,,138.55334077293773,153.62739172604324
O60729,,,,75.61309668210787,82.26726799888013
O60739,,,,137.0755332000723,164.38249467634537
O60741,,,,57.99489887976001,61.77504426805356
O60755,,,,75.65470994594556,82.82503239842679
O60759,,,,84.62430610252592,92.18499987451366
O60760,,,,189.5649632191748,212.761614864662
O60762,,,,104.3366984836797,113.58084567417043
O60812,,,,70.7592625530829,77.08919542535494
O60814,,,,125.68203656165886,143.5883592187099
O60826,,,,62.0823212585024,66.94735237077697
O60832,,,,75.67608566069256,80.48921679824817
O60840,,,,61.96968691817134,65.69412576070602
O60841,,,,55.05004680330943,59.09642156887638
O60861,,,,64.02060531612302,67.57806691248061
O60869,,,,98.92362177204856,110.9673526369132
O60870,,,,83.82001218408058,89.85374260944914
O60879,,,,55.54066512540678,58.53328702757455
O60883,,,,79.57255212685813,87.32491224792514
O60884,,,,86.83988209793262,94.82984860386156
O60885,,,,55.112956455955896,59.29588517365246
O60888,,,,80.15528128833569,84.974090400198
O60909,,,,77.08720292343291,83.69028349842918
O60911,,,,93.29173810952412,100.709417266367
O60921,,,,123.945801384056,135.65268413996353
O60938,,,,120.61257874014224,138.8925651868986
O60941,,,,80.60054260423233,88.99070684807367
O75015,,,,92.51290229620056,98.60601400279614
O75019,,,,79.47597773878108,89.71174544073209
O75022,,,,78.7273819464514,84.91408458873099
O75023,,,,64.99095845775915,68.89715686297563
O75027,,,,72.97403609975606,78.30752941726928
O75031,,,,57.131748413176496,61.36969989845924
O75037,,,,52.36264007985194,53.74259950752293
O75054,,,,29.31941216319151,30.373288413202623
O75061,,,,60.28867666106832,64.30287393954667
O75063,,,,84.78311462522072,94.21429624224491
O75064,,,,50.71444877365536,52.15768107957901
O75071,,,,47.5001993187685,50.40090321262933
O75072,,,,100.48528430914068,109.35313500615833
O75074,,,,68.27305977993991,72.2678909727469
O75077,,,,56.23746897065005,58.69215493759047
O75078,,,,57.53730604302424,60.6413243354906
O75081,,,,63.58248828353007,67.94498404524653
