.545542,3.801399,-2.140323
.451449,3.718019,-1.980060
.457670,3.844417,-2.018648
.551375,2.798603,-2.033884
.565059,2.817278,-2.163556
.530724,2.695471,-2.100350
.353289,3.282305,-1.871514
.320905,3.223919,-1.743537
.366861,3.181526,-1.610913
.959084,4.882982,-3.839567
.979887,4.776596,-3.651213
.110255,4.845303,-3.904582
.201635,3.168935,-1.614171
.284520,3.096989,-1.496658
.315330,0.829527,-1.112948
.435371,0.889752,-1.096195
.330963,0.904285,-1.190641
.088470,3.461827,-1.902483
.899879,3.435803,-1.887135
.040095,3.436229,-1.740672
.462077,4.141141,-1.632225
.443572,4.107824,-1.504432
.508775,4.115952,-1.718147
.630303,1.829798,-2.124546
.596484,1.878405,-1.899443
.556262,1.954565,-2.077241
.084323,4.024325,-3.594844
.060011,4.063197,-3.729459
.141379,4.097675,-3.751295
.478024,2.159607,-1.966507
.454031,2.274639,-1.858935
.460439,2.212812,-2.043937
.895599,1.632667,-1.859915
.862755,1.611124,-1.758698
.894173,1.528880,-1.733920
.132179,4.858977,-2.638701
.956804,4.742399,-2.620561
.076611,4.805311,-2.539332
.872734,3.412323,-1.732499
.704678,1.717398,-2.180242
.630186,1.843851,-2.253284
.031609,4.598739,-3.177631
.959626,4.616414,-3.203706
.059247,4.470622,-2.909864
.226131,4.368670,-2.995229
.193632,4.282248,-2.771163
.243149,4.224827,-2.808467
.211270,4.715505,-3.870073
.146001,4.677977,-3.657136
.224612,4.564374,-3.615216
.621785,0.604719,-2.764727
.706241,0.550731,-2.855851
.597406,0.538516,-2.755779
.102887,4.619077,-3.342128
.014808,4.667649,-3.376215
.168158,4.555945,-3.310063
.068321,4.700993,-3.563703
.061223,4.345175,-2.669018
.016494,4.367600,-2.685277
.128436,4.239476,-2.579399
.962824,4.497018,-2.939677
.259551,2.321641,-3.141259
.150948,2.405400,-3.096097
.298713,2.506314,-3.100707
.685588,3.362106,-1.746947
.539082,3.278006,-1.685654
.655461,3.241525,-1.505994
.352715,3.454334,-1.795725
.425919,3.580205,-1.742887
.375422,3.485262,-1.930384
.907912,3.373005,-2.451594
.737585,3.391374,-2.214231
.049179,3.448512,-2.224018
.013546,0.557014,-2.416816
.030843,0.650151,-2.421261
.078515,0.580174,-2.549506
.390946,3.039629,-1.469021
.360305,3.148571,-1.412521
.367424,3.166092,-1.515617
.612339,1.948541,-1.727890
.561366,2.006014,-1.807023
.820306,3.423728,-2.063489
.974373,3.449644,-2.077821
.019907,0.957106,-2.907722
.013986,1.012685,-2.742088
.075521,1.008639,-2.779255
.842744,4.179572,-2.154244
.771202,4.187876,-1.939049
.931500,4.210547,-1.962509
.104040,2.974723,-2.678625
.016232,3.010134,-2.631994
.120677,3.093549,-2.655207
.462832,2.513052,-1.990760
.520249,2.704839,-1.983926
.050987,3.402478,-2.425367
.491572,4.025654,-1.611978
.643431,4.014874,-1.381076
.546269,4.073083,-1.617042
.105834,2.412694,-0.778826
